second,Volt
+74.400E-03,-5.275E-03
+74.500E-03,-6.567E-03
+74.600E-03,-6.030E-03
+74.700E-03,-5.730E-03
+74.800E-03,-3.201E-03
+74.900E-03,-6.696E-03
+75.000E-03,-6.030E-03
+75.100E-03,-4.935E-03
+75.200E-03,-6.273E-03
+75.300E-03,-6.824E-03
+75.400E-03,-7.951E-03
+75.500E-03,-6.030E-03
+75.600E-03,-4.968E-03
+75.700E-03,-2.389E-03
+75.800E-03,-8.015E-03
+75.900E-03,-2.504E-03
+76.000E-03,-3.037E-03
+76.100E-03,-5.551E-03
+76.200E-03,-5.951E-03
+76.300E-03,-3.462E-03
+76.400E-03,-8.183E-03
+76.500E-03,-6.030E-03
+76.600E-03,-4.020E-03
+76.700E-03,-6.652E-03
+76.800E-03,-4.889E-03
+76.900E-03,-4.371E-03
+77.000E-03,-4.524E-03
+77.100E-03,-9.950E-03
+77.200E-03,-404E-06
+77.300E-03,-2.582E-03
+77.400E-03,-28.907E-03
+77.500E-03,-6.538E-03
+77.600E-03,-12.378E-03
+77.700E-03,-7.597E-03
+77.800E-03,-35.453E-03
+77.900E-03,-4.399E-03
+78.000E-03,-6.030E-03
+78.100E-03,-6.188E-03
+78.200E-03,+28.959E-03
+78.300E-03,-7.790E-03
+78.400E-03,-4.807E-03
+78.500E-03,-5.937E-03
+78.600E-03,-7.732E-03
+78.700E-03,-6.030E-03
+78.800E-03,-5.115E-03
+78.900E-03,-4.020E-03
+79.000E-03,-6.520E-03
+79.100E-03,+988E-06
+79.200E-03,-6.030E-03
+79.300E-03,-5.959E-03
+79.400E-03,-4.574E-03
+79.500E-03,-6.166E-03
+79.600E-03,-4.858E-03
+79.700E-03,-6.030E-03
+79.800E-03,-6.030E-03
+79.900E-03,-5.157E-03
+80.000E-03,-6.385E-03
+80.100E-03,-8.040E-03
+80.200E-03,-6.713E-03
+80.300E-03,-6.030E-03
+80.400E-03,-6.610E-03
+80.500E-03,-5.802E-03
+80.600E-03,-6.030E-03
+80.700E-03,-6.030E-03
+80.800E-03,-4.020E-03
+80.900E-03,-4.020E-03
+81.000E-03,-6.030E-03
+81.100E-03,-6.030E-03
+81.200E-03,-4.181E-03
+81.300E-03,-4.020E-03
+81.400E-03,-5.772E-03
+81.500E-03,-6.030E-03
+81.600E-03,-4.117E-03
+81.700E-03,-4.442E-03
+81.800E-03,-5.090E-03
+81.900E-03,-6.386E-03
+82.000E-03,-2.043E-03
+82.100E-03,-6.030E-03
+82.200E-03,-4.020E-03
+82.300E-03,-5.543E-03
+82.400E-03,-4.052E-03
+82.500E-03,-5.480E-03
+82.600E-03,-5.089E-03
+82.700E-03,-8.783E-03
+82.800E-03,-2.106E-03
+82.900E-03,-3.405E-03
+83.000E-03,-5.410E-03
+83.100E-03,-1.075E-03
+83.200E-03,-4.180E-03
+83.300E-03,-4.699E-03
+83.400E-03,-5.218E-03
+83.500E-03,-4.020E-03
+83.600E-03,-2.235E-03
+83.700E-03,-7.517E-03
+83.800E-03,-4.254E-03
+83.900E-03,-1.092E-03
+84.000E-03,-7.751E-03
+84.100E-03,-6.030E-03
+84.200E-03,-6.030E-03
+84.300E-03,-2.506E-03
+84.400E-03,-596E-06
+84.500E-03,-5.158E-03
+84.600E-03,-6.650E-03
+84.700E-03,-7.838E-03
+84.800E-03,-6.030E-03
+84.900E-03,-7.104E-03
+85.000E-03,+689E-06
+85.100E-03,-4.057E-03
+85.200E-03,-4.502E-03
+85.300E-03,-5.029E-03
+85.400E-03,-6.030E-03
+85.500E-03,-4.076E-03
+85.600E-03,-5.484E-03
+85.700E-03,-6.975E-03
+85.800E-03,-5.177E-03
+85.900E-03,-13.794E-03
+86.000E-03,+789E-06
+86.100E-03,-7.408E-03
+86.200E-03,-4.744E-03
+86.300E-03,-8.040E-03
+86.400E-03,-5.370E-03
+86.500E-03,-4.020E-03
+86.600E-03,-6.030E-03
+86.700E-03,-4.020E-03
+86.800E-03,-5.291E-03
+86.900E-03,-6.782E-03
+87.000E-03,-3.787E-03
+87.100E-03,-7.185E-03
+87.200E-03,-4.020E-03
+87.300E-03,-6.030E-03
+87.400E-03,-4.189E-03
+87.500E-03,-4.370E-03
+87.600E-03,-5.756E-03
+87.700E-03,-5.407E-03
+87.800E-03,-5.611E-03
+87.900E-03,-5.202E-03
+88.000E-03,-8.040E-03
+88.100E-03,-4.912E-03
+88.200E-03,-13.869E-03
+88.300E-03,-4.498E-03
+88.400E-03,-4.004E-03
+88.500E-03,-4.515E-03
+88.600E-03,-7.992E-03
+88.700E-03,-5.488E-03
+88.800E-03,-6.030E-03
+88.900E-03,-5.170E-03
+89.000E-03,-6.030E-03
+89.100E-03,-5.423E-03
+89.200E-03,-4.020E-03
+89.300E-03,-4.020E-03
+89.400E-03,-5.725E-03
+89.500E-03,-7.369E-03
+89.600E-03,-7.220E-03
+89.700E-03,-4.020E-03
+89.800E-03,-4.020E-03
+89.900E-03,-6.030E-03
+90.000E-03,-4.518E-03
+90.100E-03,+8.152E-03
+90.200E-03,-4.020E-03
+90.300E-03,-3.610E-03
+90.400E-03,-6.657E-03
+90.500E-03,-8.040E-03
+90.600E-03,-4.711E-03
+90.700E-03,-6.894E-03
+90.800E-03,-2.637E-03
+90.900E-03,-5.922E-03
+91.000E-03,+9.970E-03
+91.100E-03,-5.102E-03
+91.200E-03,-4.583E-03
+91.300E-03,-4.020E-03
+91.400E-03,-9.101E-03
+91.500E-03,-2.010E-03
+91.600E-03,-2.509E-03
+91.700E-03,-8.000E-03
+91.800E-03,-4.020E-03
+91.900E-03,-4.973E-03
+92.000E-03,-4.454E-03
+92.100E-03,-5.946E-03
+92.200E-03,-6.834E-03
+92.300E-03,-5.142E-03
+92.400E-03,-2.380E-03
+92.500E-03,-6.030E-03
+92.600E-03,-6.030E-03
+92.700E-03,-4.844E-03
+92.800E-03,-3.715E-03
+92.900E-03,-5.391E-03
+93.000E-03,-1.278E-03
+93.100E-03,-3.751E-03
+93.200E-03,-6.030E-03
+93.300E-03,-7.763E-03
+93.400E-03,-6.826E-03
+93.500E-03,-5.335E-03
+93.600E-03,-3.667E-03
+93.700E-03,-4.020E-03
+93.800E-03,-6.312E-03
+93.900E-03,-4.651E-03
+94.000E-03,-6.255E-03
+94.100E-03,-2.416E-03
+94.200E-03,-3.095E-03
+94.300E-03,-2.320E-03
+94.400E-03,-10.002E-03
+94.500E-03,-7.099E-03
+94.600E-03,-5.009E-03
+94.700E-03,-14.574E-03
+94.800E-03,-5.998E-03
+94.900E-03,-2.950E-03
+95.000E-03,-4.977E-03
+95.100E-03,-6.030E-03
+95.200E-03,-8.121E-03
+95.300E-03,-12.485E-03
+95.400E-03,-2.902E-03
+95.500E-03,-7.293E-03
+95.600E-03,-4.310E-03
+95.700E-03,-4.001E-03
+95.800E-03,-4.020E-03
+95.900E-03,-5.721E-03
+96.000E-03,-4.439E-03
+96.100E-03,-5.302E-03
+96.200E-03,+4.222E-03
+96.300E-03,-4.020E-03
+96.400E-03,-4.020E-03
+96.500E-03,-4.812E-03
+96.600E-03,-4.719E-03
+96.700E-03,-4.201E-03
+96.800E-03,-7.702E-03
+96.900E-03,-4.317E-03
+97.000E-03,-4.655E-03
+97.100E-03,-2.243E-03
+97.200E-03,-4.020E-03
+97.300E-03,-7.119E-03
+97.400E-03,+298E-06
+97.500E-03,-4.124E-03
+97.600E-03,-7.574E-03
+97.700E-03,-79E-06
+97.800E-03,-1.012E-03
+97.900E-03,-6.018E-03
+98.000E-03,-4.020E-03
+98.100E-03,-5.070E-03
+98.200E-03,-6.030E-03
+98.300E-03,-4.097E-03
+98.400E-03,-5.435E-03
+98.500E-03,-2.906E-03
+98.600E-03,-6.908E-03
+98.700E-03,-4.020E-03
+98.800E-03,-2.701E-03
+98.900E-03,-5.198E-03
